Image_ID, shops shutter,Bike,Motor Bike,Flower,Flower box,Grass,Plant cover,Path and sidewalk,Person in group,Person standing,Person sitting,Trees with oval shape,Water,Trees with columnar shape,Autos,Sky,Palm trees,Dome,Sunshade,merge_E_H_N,merge_B_C_D_,Wall_pixels
ChbaghR,0.0,5068.0,1973.0,0.0,0.0,0.0,10690.0,284244.0,0.0,16475.0,0.0,0.0,0.0,173298.0,0.0,25.0,0.0,0.0,0.0,390.0,0.0,0.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,21351.0,99301.0,5782.0,3709.0,0.0,0.0,0.0,4894.0,0.0,0.0,0.0,0.0,0.0,14791.0,16473.0,17112.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,35524.0,294956.0,0.0,0.0,0.0,0.0,0.0,66501.0,0.0,5492.0,0.0,0.0,0.0,0.0,0.0,0.0
FinGard,0.0,0.0,0.0,0.0,0.0,10067.0,40907.0,300881.0,0.0,58217.0,0.0,0.0,75321.0,145765.0,0.0,36823.0,429.0,0.0,0.0,13.0,0.0,0.0
FinGard,0.0,0.0,0.0,0.0,0.0,10.0,105747.0,394450.0,0.0,0.0,0.0,0.0,77046.0,190182.0,0.0,18908.0,61.0,0.0,0.0,9438.0,0.0,32741.0
FinGard,0.0,0.0,0.0,0.0,0.0,49.0,105199.0,392109.0,0.0,0.0,0.0,0.0,75940.0,181738.0,0.0,17887.0,650.0,0.0,73.0,9694.0,4.0,32296.0
FinGard,0.0,0.0,0.0,0.0,0.0,186.0,162798.0,210104.0,0.0,866.0,0.0,0.0,836.0,264748.0,0.0,15160.0,0.0,0.0,0.0,957.0,0.0,0.0
FinGard,0.0,0.0,0.0,0.0,0.0,0.0,47465.0,243121.0,0.0,43884.0,0.0,0.0,79804.0,329216.0,0.0,26466.0,0.0,0.0,113.0,0.0,0.0,0.0
FinGard,0.0,0.0,0.0,0.0,0.0,7.0,71318.0,208214.0,0.0,10900.0,0.0,0.0,88116.0,194395.0,0.0,66743.0,0.0,0.0,0.0,6.0,0.0,126.0
FinGard,0.0,0.0,0.0,0.0,0.0,7.0,97960.0,291726.0,0.0,48286.0,0.0,0.0,54910.0,74323.0,0.0,205682.0,494.0,0.0,0.0,112.0,0.0,0.0
FinGard,0.0,0.0,0.0,0.0,0.0,0.0,9186.0,34766.0,0.0,50.0,0.0,0.0,297660.0,742.0,0.0,16195.0,0.0,0.0,607.0,0.0,0.0,0.0
FinGard,0.0,0.0,0.0,0.0,0.0,13763.0,93689.0,14283.0,0.0,705.0,0.0,0.0,6.0,146416.0,0.0,28750.0,0.0,0.0,0.0,126.0,0.0,0.0
NagJaAx,0.0,610.0,6765.0,0.0,0.0,0.0,0.0,287839.0,482.0,39547.0,936.0,0.0,0.0,0.0,0.0,125514.0,0.0,0.0,0.0,11370.0,3139.0,282.0
NagJaAx,0.0,0.0,0.0,0.0,0.0,378.0,11790.0,321972.0,6644.0,52723.0,0.0,0.0,0.0,2066.0,0.0,121698.0,0.0,0.0,0.0,4448.0,0.0,38.0
NagJaAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8644.0,73634.0,484.0,858.0,0.0,0.0,5750.0,0.0,15608.0,0.0,0.0,0.0,0.0,0.0,0.0
NagJaAx,0.0,0.0,0.0,0.0,0.0,70.0,80828.0,246520.0,0.0,1634.0,0.0,0.0,0.0,0.0,0.0,136565.0,14451.0,0.0,0.0,1.0,0.0,482.0
